actual_vo2kgml,speed_actual,grade,I.grade.2.,I.grade.3.,.fitted,.se.fit
27.24,1.11,30,900,27000,23.070272423060224,0.18021105956368844
30.25,1.11,30,900,27000,23.070272423060224,0.18021105956368844
44.66,2.05,30,900,27000,39.36959583520585,0.17494189152695638
18.56,1.11,30,900,27000,23.070272423060224,0.18021105956368844
27.63,1.11,30,900,27000,23.070272423060224,0.18021105956368844
42.2,2.05,30,900,27000,39.36959583520585,0.17494189152695638
20.85,1.11,30,900,27000,23.070272423060224,0.18021105956368844
25.74,1.11,30,900,27000,23.070272423060224,0.18021105956368844
25.4,1.11,30,900,27000,23.070272423060224,0.18021105956368844
31.88,2.05,30,900,27000,39.36959583520585,0.17494189152695638
33.81,2.05,30,900,27000,39.36959583520585,0.17494189152695638
23.23,1.11,30,900,27000,23.070272423060224,0.18021105956368844
42.93,2.05,30,900,27000,39.36959583520585,0.17494189152695638
40.56,2.05,30,900,27000,39.36959583520585,0.17494189152695638
24.07,1.11,30,900,27000,23.070272423060224,0.18021105956368844
24.66,1.11,30,900,27000,23.070272423060224,0.18021105956368844
26.33,1.11,30,900,27000,23.070272423060224,0.18021105956368844
28.65,1.11,30,900,27000,23.070272423060224,0.18021105956368844
28.69,1.11,30,900,27000,23.070272423060224,0.18021105956368844
32.29,1.11,30,900,27000,23.070272423060224,0.18021105956368844
25.6,1.11,30,900,27000,23.070272423060224,0.18021105956368844
41.5,2.05,30,900,27000,39.36959583520585,0.17494189152695638
33.53,1.11,30,900,27000,23.070272423060224,0.18021105956368844
48.31,2.05,30,900,27000,39.36959583520585,0.17494189152695638
32.33,1.11,30,900,27000,23.070272423060224,0.18021105956368844
47.93,2.05,30,900,27000,39.36959583520585,0.17494189152695638
26.2,1.11,30,900,27000,23.070272423060224,0.18021105956368844
45.3,2.05,30,900,27000,39.36959583520585,0.17494189152695638
30,1.11,30,900,27000,23.070272423060224,0.18021105956368844
51.66,2.05,30,900,27000,39.36959583520585,0.17494189152695638
54.34,2.05,30,900,27000,39.36959583520585,0.17494189152695638
46.8,2.05,30,900,27000,39.36959583520585,0.17494189152695638
27.7,1.11,30,900,27000,23.070272423060224,0.18021105956368844
26.14,1.11,30,900,27000,23.070272423060224,0.18021105956368844
7.37,1.11,30,900,27000,23.070272423060224,0.18021105956368844
25.59,1.11,30,900,27000,23.070272423060224,0.18021105956368844
43.25,2.05,30,900,27000,39.36959583520585,0.17494189152695638
29.69,1.11,30,900,27000,23.070272423060224,0.18021105956368844
40.23,2.05,30,900,27000,39.36959583520585,0.17494189152695638
25.6,1.11,30,900,27000,23.070272423060224,0.18021105956368844
39.43,2.05,30,900,27000,39.36959583520585,0.17494189152695638
45.41,2.05,30,900,27000,39.36959583520585,0.17494189152695638
23.01,1.11,30,900,27000,23.070272423060224,0.18021105956368844
26.63,1.11,30,900,27000,23.070272423060224,0.18021105956368844
46.09,2.05,30,900,27000,39.36959583520585,0.17494189152695638
30.27,1.11,30,900,27000,23.070272423060224,0.18021105956368844
47,2.05,30,900,27000,39.36959583520585,0.17494189152695638
26.53,1.11,30,900,27000,23.070272423060224,0.18021105956368844
35.07,2.05,30,900,27000,39.36959583520585,0.17494189152695638
44.84,2.05,30,900,27000,39.36959583520585,0.17494189152695638
25.8,1.11,30,900,27000,23.070272423060224,0.18021105956368844
34.45,2.05,30,900,27000,39.36959583520585,0.17494189152695638
29.98,1.11,30,900,27000,23.070272423060224,0.18021105956368844
31.45,1.11,30,900,27000,23.070272423060224,0.18021105956368844
29.97,1.11,30,900,27000,23.070272423060224,0.18021105956368844
28.68,2.05,30,900,27000,39.36959583520585,0.17494189152695638
21.26,1.11,25,625,15625,20.284282816218965,0.17270978245922408
22.58,1.11,25,625,15625,20.284282816218965,0.17270978245922408
33.03,2.05,25,625,15625,33.99683241119609,0.14299458303751506
20.84,1.11,25,625,15625,20.284282816218965,0.17270978245922408
20.16,1.11,25,625,15625,20.284282816218965,0.17270978245922408
34.23,2.05,25,625,15625,33.99683241119609,0.14299458303751506
24.92,1.11,25,625,15625,20.284282816218965,0.17270978245922408
20.4,1.11,25,625,15625,20.284282816218965,0.17270978245922408
21.96,1.11,25,625,15625,20.284282816218965,0.17270978245922408
33.79,2.05,25,625,15625,33.99683241119609,0.14299458303751506
21.85,1.11,25,625,15625,20.284282816218965,0.17270978245922408
19.89,1.11,25,625,15625,20.284282816218965,0.17270978245922408
22.23,1.11,25,625,15625,20.284282816218965,0.17270978245922408
28.88,2.05,25,625,15625,33.99683241119609,0.14299458303751506
33.81,2.05,25,625,15625,33.99683241119609,0.14299458303751506
20.73,1.11,25,625,15625,20.284282816218965,0.17270978245922408
20.35,1.11,25,625,15625,20.284282816218965,0.17270978245922408
14.51,1.11,25,625,15625,20.284282816218965,0.17270978245922408
14.71,1.11,25,625,15625,20.284282816218965,0.17270978245922408
18.9,1.11,25,625,15625,20.284282816218965,0.17270978245922408
46.22,2.05,25,625,15625,33.99683241119609,0.14299458303751506
25.02,1.11,25,625,15625,20.284282816218965,0.17270978245922408
38.58,2.05,25,625,15625,33.99683241119609,0.14299458303751506
38.61,2.05,25,625,15625,33.99683241119609,0.14299458303751506
20.26,2.05,25,625,15625,33.99683241119609,0.14299458303751506
24.03,1.11,25,625,15625,20.284282816218965,0.17270978245922408
23.23,1.11,25,625,15625,20.284282816218965,0.17270978245922408
32.58,2.05,25,625,15625,33.99683241119609,0.14299458303751506
32.69,2.05,25,625,15625,33.99683241119609,0.14299458303751506
21.3,1.11,25,625,15625,20.284282816218965,0.17270978245922408
29.3,2.05,25,625,15625,33.99683241119609,0.14299458303751506
21.02,1.11,25,625,15625,20.284282816218965,0.17270978245922408
32.76,2.05,25,625,15625,33.99683241119609,0.14299458303751506
12.2,2.05,25,625,15625,33.99683241119609,0.14299458303751506
25.81,1.11,25,625,15625,20.284282816218965,0.17270978245922408
27.8,2.05,25,625,15625,33.99683241119609,0.14299458303751506
24.2,1.11,25,625,15625,20.284282816218965,0.17270978245922408
30.11,2.05,25,625,15625,33.99683241119609,0.14299458303751506
37.16,2.05,25,625,15625,33.99683241119609,0.14299458303751506
16.98,1.11,25,625,15625,20.284282816218965,0.17270978245922408
26.76,2.05,25,625,15625,33.99683241119609,0.14299458303751506
36.25,2.05,25,625,15625,33.99683241119609,0.14299458303751506
21.15,1.11,25,625,15625,20.284282816218965,0.17270978245922408
25.69,1.11,25,625,15625,20.284282816218965,0.17270978245922408
22.49,1.11,25,625,15625,20.284282816218965,0.17270978245922408
29.25,2.05,25,625,15625,33.99683241119609,0.14299458303751506
38.31,2.05,25,625,15625,33.99683241119609,0.14299458303751506
21.47,1.11,25,625,15625,20.284282816218965,0.17270978245922408
37.33,2.05,25,625,15625,33.99683241119609,0.14299458303751506
35.79,2.05,25,625,15625,33.99683241119609,0.14299458303751506
21.53,1.11,25,625,15625,20.284282816218965,0.17270978245922408
25.58,1.11,25,625,15625,20.284282816218965,0.17270978245922408
22.17,1.11,25,625,15625,20.284282816218965,0.17270978245922408
31,2.05,25,625,15625,33.99683241119609,0.14299458303751506
23.28,1.11,25,625,15625,20.284282816218965,0.17270978245922408
25.1,1.11,25,625,15625,20.284282816218965,0.17270978245922408
37.46,2.05,25,625,15625,33.99683241119609,0.14299458303751506
39.9,2.05,25,625,15625,33.99683241119609,0.14299458303751506
25.89,1.11,25,625,15625,20.284282816218965,0.17270978245922408
33.01,2.05,25,625,15625,33.99683241119609,0.14299458303751506
22.1,1.11,25,625,15625,20.284282816218965,0.17270978245922408
36.6,2.05,25,625,15625,33.99683241119609,0.14299458303751506
29.66,1.11,25,625,15625,20.284282816218965,0.17270978245922408
43.19,2.05,25,625,15625,33.99683241119609,0.14299458303751506
27.74,1.11,25,625,15625,20.284282816218965,0.17270978245922408
42.19,2.05,25,625,15625,33.99683241119609,0.14299458303751506
23.5,1.11,25,625,15625,20.284282816218965,0.17270978245922408
38.7,2.05,25,625,15625,33.99683241119609,0.14299458303751506
45.3,2.05,25,625,15625,33.99683241119609,0.14299458303751506
27.53,1.11,25,625,15625,20.284282816218965,0.17270978245922408
43.18,2.05,25,625,15625,33.99683241119609,0.14299458303751506
49.63,2.05,25,625,15625,33.99683241119609,0.14299458303751506
23.7,1.11,25,625,15625,20.284282816218965,0.17270978245922408
41.5,2.05,25,625,15625,33.99683241119609,0.14299458303751506
23.24,1.11,25,625,15625,20.284282816218965,0.17270978245922408
31.2,2.05,25,625,15625,33.99683241119609,0.14299458303751506
38.42,2.05,25,625,15625,33.99683241119609,0.14299458303751506
24.56,1.11,25,625,15625,20.284282816218965,0.17270978245922408
26.16,1.11,25,625,15625,20.284282816218965,0.17270978245922408
32.99,2.05,25,625,15625,33.99683241119609,0.14299458303751506
23.14,1.11,25,625,15625,20.284282816218965,0.17270978245922408
39.22,2.05,25,625,15625,33.99683241119609,0.14299458303751506
38.24,2.05,25,625,15625,33.99683241119609,0.14299458303751506
22.93,1.11,25,625,15625,20.284282816218965,0.17270978245922408
39.05,2.05,25,625,15625,33.99683241119609,0.14299458303751506
20.18,1.11,25,625,15625,20.284282816218965,0.17270978245922408
24.74,1.11,25,625,15625,20.284282816218965,0.17270978245922408
40.38,2.05,25,625,15625,33.99683241119609,0.14299458303751506
24.64,1.11,25,625,15625,20.284282816218965,0.17270978245922408
41.81,2.05,25,625,15625,33.99683241119609,0.14299458303751506
25.37,1.11,25,625,15625,20.284282816218965,0.17270978245922408
39.56,2.05,25,625,15625,33.99683241119609,0.14299458303751506
37.93,2.05,25,625,15625,33.99683241119609,0.14299458303751506
23.96,1.11,25,625,15625,20.284282816218965,0.17270978245922408
33.58,2.05,25,625,15625,33.99683241119609,0.14299458303751506
26.4,1.11,25,625,15625,20.284282816218965,0.17270978245922408
32.28,2.05,25,625,15625,33.99683241119609,0.14299458303751506
28.47,1.11,25,625,15625,20.284282816218965,0.17270978245922408
35.25,1.11,25,625,15625,20.284282816218965,0.17270978245922408
29.9,1.11,25,625,15625,20.284282816218965,0.17270978245922408
18.39,1.11,20,400,8000,17.492362946748717,0.16176776985048763
22.57,1.11,20,400,8000,17.492362946748717,0.16176776985048763
26.73,2.05,20,400,8000,28.613116700349007,0.13082648388911197
18.32,1.11,20,400,8000,17.492362946748717,0.16176776985048763
19.53,1.11,20,400,8000,17.492362946748717,0.16176776985048763
28.88,2.05,20,400,8000,28.613116700349007,0.13082648388911197
17.96,1.11,20,400,8000,17.492362946748717,0.16176776985048763
17.88,1.11,20,400,8000,17.492362946748717,0.16176776985048763
20.97,2.05,20,400,8000,28.613116700349007,0.13082648388911197
27.73,2.05,20,400,8000,28.613116700349007,0.13082648388911197
41.46,2.95,20,400,8000,39.26064688996632,0.21348754503093892
17.58,1.11,20,400,8000,17.492362946748717,0.16176776985048763
19.89,2.05,20,400,8000,28.613116700349007,0.13082648388911197
26.86,2.05,20,400,8000,28.613116700349007,0.13082648388911197
19.04,1.11,20,400,8000,17.492362946748717,0.16176776985048763
28.16,2.05,20,400,8000,28.613116700349007,0.13082648388911197
30.06,2.05,20,400,8000,28.613116700349007,0.13082648388911197
17.21,1.11,20,400,8000,17.492362946748717,0.16176776985048763
26.43,2.05,20,400,8000,28.613116700349007,0.13082648388911197
14.32,1.11,20,400,8000,17.492362946748717,0.16176776985048763
16.15,1.11,20,400,8000,17.492362946748717,0.16176776985048763
15.84,1.11,20,400,8000,17.492362946748717,0.16176776985048763
38.43,2.05,20,400,8000,28.613116700349007,0.13082648388911197
40.48,2.95,20,400,8000,39.26064688996632,0.21348754503093892
40.17,2.95,20,400,8000,39.26064688996632,0.21348754503093892
17.24,1.11,20,400,8000,17.492362946748717,0.16176776985048763
29.37,2.05,20,400,8000,28.613116700349007,0.13082648388911197
41.43,2.95,20,400,8000,39.26064688996632,0.21348754503093892
46.34,2.95,20,400,8000,39.26064688996632,0.21348754503093892
20.57,1.11,20,400,8000,17.492362946748717,0.16176776985048763
32.21,2.05,20,400,8000,28.613116700349007,0.13082648388911197
21.22,1.11,20,400,8000,17.492362946748717,0.16176776985048763
27.73,2.05,20,400,8000,28.613116700349007,0.13082648388911197
17.25,1.11,20,400,8000,17.492362946748717,0.16176776985048763
22.09,2.05,20,400,8000,28.613116700349007,0.13082648388911197
28.12,2.05,20,400,8000,28.613116700349007,0.13082648388911197
18.64,1.11,20,400,8000,17.492362946748717,0.16176776985048763
31.01,2.95,20,400,8000,39.26064688996632,0.21348754503093892
41.27,2.05,20,400,8000,28.613116700349007,0.13082648388911197
44.47,2.95,20,400,8000,39.26064688996632,0.21348754503093892
20.58,1.11,20,400,8000,17.492362946748717,0.16176776985048763
21.46,2.05,20,400,8000,28.613116700349007,0.13082648388911197
27.24,2.05,20,400,8000,28.613116700349007,0.13082648388911197
18.3,1.11,20,400,8000,17.492362946748717,0.16176776985048763
22.14,2.05,20,400,8000,28.613116700349007,0.13082648388911197
30.26,2.05,20,400,8000,28.613116700349007,0.13082648388911197
16.12,1.11,20,400,8000,17.492362946748717,0.16176776985048763
27.41,2.05,20,400,8000,28.613116700349007,0.13082648388911197
24.99,2.05,20,400,8000,28.613116700349007,0.13082648388911197
19.92,1.11,20,400,8000,17.492362946748717,0.16176776985048763
35.98,2.05,20,400,8000,28.613116700349007,0.13082648388911197
20.27,1.11,20,400,8000,17.492362946748717,0.16176776985048763
23.6,2.05,20,400,8000,28.613116700349007,0.13082648388911197
41.28,2.95,20,400,8000,39.26064688996632,0.21348754503093892
38.63,2.95,20,400,8000,39.26064688996632,0.21348754503093892
17.77,1.11,20,400,8000,17.492362946748717,0.16176776985048763
31.11,2.05,20,400,8000,28.613116700349007,0.13082648388911197
35.16,2.95,20,400,8000,39.26064688996632,0.21348754503093892
45.1,2.95,20,400,8000,39.26064688996632,0.21348754503093892
18.13,1.11,20,400,8000,17.492362946748717,0.16176776985048763
19.84,1.11,20,400,8000,17.492362946748717,0.16176776985048763
19.01,1.11,20,400,8000,17.492362946748717,0.16176776985048763
28.8,2.05,20,400,8000,28.613116700349007,0.13082648388911197
9.45,2.05,20,400,8000,28.613116700349007,0.13082648388911197
17.8,1.11,20,400,8000,17.492362946748717,0.16176776985048763
28.65,2.05,20,400,8000,28.613116700349007,0.13082648388911197
29.97,2.05,20,400,8000,28.613116700349007,0.13082648388911197
50.21,2.95,20,400,8000,39.26064688996632,0.21348754503093892
33.1,2.05,20,400,8000,28.613116700349007,0.13082648388911197
44.4,2.95,20,400,8000,39.26064688996632,0.21348754503093892
20.16,1.11,20,400,8000,17.492362946748717,0.16176776985048763
28.07,2.05,20,400,8000,28.613116700349007,0.13082648388911197
19.9,1.11,20,400,8000,17.492362946748717,0.16176776985048763
29.8,2.05,20,400,8000,28.613116700349007,0.13082648388911197
37.2,2.95,20,400,8000,39.26064688996632,0.21348754503093892
47,2.95,20,400,8000,39.26064688996632,0.21348754503093892
22.1,1.11,20,400,8000,17.492362946748717,0.16176776985048763
33.87,2.05,20,400,8000,28.613116700349007,0.13082648388911197
40.95,2.95,20,400,8000,39.26064688996632,0.21348754503093892
50.98,2.95,20,400,8000,39.26064688996632,0.21348754503093892
21.79,1.11,20,400,8000,17.492362946748717,0.16176776985048763
28.8,2.05,20,400,8000,28.613116700349007,0.13082648388911197
40.58,2.95,20,400,8000,39.26064688996632,0.21348754503093892
52.66,2.95,20,400,8000,39.26064688996632,0.21348754503093892
18.1,1.11,20,400,8000,17.492362946748717,0.16176776985048763
38.9,2.05,20,400,8000,28.613116700349007,0.13082648388911197
40.7,2.95,20,400,8000,39.26064688996632,0.21348754503093892
43.8,2.95,20,400,8000,39.26064688996632,0.21348754503093892
23.19,1.11,20,400,8000,17.492362946748717,0.16176776985048763
37.78,2.05,20,400,8000,28.613116700349007,0.13082648388911197
41.68,2.95,20,400,8000,39.26064688996632,0.21348754503093892
19.3,1.11,20,400,8000,17.492362946748717,0.16176776985048763
34.8,2.05,20,400,8000,28.613116700349007,0.13082648388911197
19.32,1.11,20,400,8000,17.492362946748717,0.16176776985048763
31.79,2.05,20,400,8000,28.613116700349007,0.13082648388911197
30.24,2.05,20,400,8000,28.613116700349007,0.13082648388911197
21.78,1.11,20,400,8000,17.492362946748717,0.16176776985048763
33.68,2.05,20,400,8000,28.613116700349007,0.13082648388911197
40.63,2.95,20,400,8000,39.26064688996632,0.21348754503093892
20.61,1.11,20,400,8000,17.492362946748717,0.16176776985048763
27.69,2.05,20,400,8000,28.613116700349007,0.13082648388911197
35.32,2.95,20,400,8000,39.26064688996632,0.21348754503093892
38.04,2.95,20,400,8000,39.26064688996632,0.21348754503093892
19.48,1.11,20,400,8000,17.492362946748717,0.16176776985048763
31.55,2.05,20,400,8000,28.613116700349007,0.13082648388911197
34.3,2.05,20,400,8000,28.613116700349007,0.13082648388911197
36.36,2.95,20,400,8000,39.26064688996632,0.21348754503093892
